file_name,transcription
500-2.mp3,"  S i r ,   I   h a v e   b e e n   a s k e d   t o   f i l l   o u t   a   m a i l   f r o m   m e .   I   h a v e   n o t   r e c e i v e d   a n y   m a i l   i n   t h e   l a s t   3   m o n t h s .   I   h a v e   b e e n   a s k e d   t o   f i l l   o u t   a   m a i l   f r o m   m e .   I   h a v e   b e e n   a s k e d   t o   f i l l   o u t   a   m a i l   f r o m   t h e m   t h a t   t h e r e   i s   n o   s o l u t i o n   i n   t h e s e   d a y s ."
500-3.mp3,"  I   s e n t   a   m e s s a g e   t o   y o u   t h a t   I   h a v e   c l o s e d   t h e   c a s e .   S o   y o u   t o l d   S a n t o s h   t h a t   y o u   h a v e   c l o s e d   t h e   c a s e .   S o   S a n t o s h   c l o s e d   t h e   c a s e .   N o   S a n t o s h   c l o s e d   t h e   c a s e .   H e   a s k e d   m e   i f   I   w a n t e d   t o   t a k e   a c t i o n .   H e   s a i d   t h a t   h e   w a n t e d   t o   t a k e   a c t i o n   a f t e r   3 - 4   m o n t h s .   S o   I   s a i d   S a n t o s h   w i l l   d o   i t .   S a n t o s h   d i d   n o t   d o   i t .   H e   h a s   n o t   t a k e n   a n y   a c t i o n   f r o m   y o u .   O k a y ,   s o   y o u   a r e   n o t   s a t i s f i e d ."
500-4.mp3,"  C a n   y o u   g i v e   m e   a   r a t i n g ?   W i l l   y o u   g i v e   m e   a   r a t i n g   s o   t h a t   I   c a n   s h a r e   y o u r   f e e d b a c k   f u r t h e r ?   Y e s ,   y o u   c a n   g i v e   m e   f e e d b a c k   a l o n g   w i t h   t h e   r a t i n g .   S o   t h a t   I   d o n ' t   h a v e   t o   r e p e a t   t h e   s a m e   m i s t a k e   a g a i n .   I   a m   a s k i n g   y o u ,   w i l l   y o u   g i v e   m e   a   r a t i n g   a l o n g   w i t h   t h e   r a t i n g   o r   w i l l   y o u   g i v e   m e   f e e d b a c k   a l o n g   w i t h   i t ?   Y e s ,   t e l l   m e .   I   a m   a s k i n g   y o u   m a d a m ,   w i l l   t a k e   o n l y   r a t i n g   f r o m   m e   o r   f e e d b a c k   a l s o ?   F e e d b a c k   a n d   r a t i n g   b o t h   a r e   s a m e ,   s o   t h a t   y o u   g e t   f e e d b a c k ."
500-5.mp3,"  W e   w i l l   s h a r e   t h e   r a t i n g   w i t h   y o u   l a t e r   s o   t h a t   w e   d o n ' t   h a v e   t o   r e p e a t   t h e   s a m e   m i s t a k e .   O k a y   s i r .   P l e a s e   n o t e   t h i s   d o w n .   Y e s .   T e l l   m e   s i r .   I n   t h e   r a t i n g ,   A   s t a r .   Y e s .   A n d   t h e   r u l e   y o u   a r e   t a k i n g   i s   t h a t   t h e   a c t i o n   i s   t a k e n   v e r y   l a t e   f r o m   y o u .   O k a y .   I   t h i n k   i t   i s   t a k e n   v e r y   l a t e .   I t   i s   m o r e   t h a n   3   m o n t h s .   O k a y   s i r .   O k a y .   .   .   .   .   .   .   .   .   ."
501-1.mp3,"  H e l l o   S i r ,   I   a m   A s h w a n i   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m   a n d   P u b l i c   G o v e r n a n c e .   S i r ,   a m   I   t a l k i n g   t o   D e v n e n d   J i ?   Y e s .   S i r ,   a m   I   t a l k i n g   t o   D e v n e n d   J i ?   Y e s .   S i r ,   y o u   h a v e   f i l e d   a   c o m p l a i n t   a g a i n s t   C P   G r a m   P o r t a l   o n   1 s t   N o v e m b e r ,   2 0 2 0   r e g a r d i n g   y o u r   P F .   C o r r e c t .   S i r ,   t h i s   i s   y o u r   c a l l   r e g a r d i n g   y o u r   g r i e v a n c e   n u m b e r   0 1 0 8 1 2 3 ."
501-2.mp3,"  S i r ,   y o u   w e r e   g i v e n   a   r e p l y   f r o m   t h e   d e p a r t m e n t   a s   a   s o l u t i o n   t o   y o u r   c o m p l a i n t .   T h e   r e p l y   w a s   s e n t   t o   y o u   o n   2 0   N o v e m b e r ,   2 0 0 3 .   S i r ,   d i d   y o u   c h e c k   t h e   r e p l y ?   Y e s ,   s i r .   I   c h e c k e d   t h e   r e p l y   a n d   r e p l i e d .   S i r ,   s o   y o u   a r e   s a t i s f i e d   w i t h   t h e   r e p l y ?   Y e s ,   y e s .   I   a m   s a t i s f i e d   a n d   e v e r y t h i n g   i s   c l o s e   t o   t h e   t a r g e t .   T h a n k   y o u   s o   m u c h ,   s i r .   A s   y o u   s a i d ,   y o u   a r e   s a t i s f i e d   w i t h   t h e   j o b ?   Y e s ,   y e s ,   I   a m   s a t i s f i e d   a n d   e v e r y t h i n g   i s   c l o s e   t o   t h e   s k y .   T h a n k   y o u   s o   m u c h   s i r .   A s   y o u   s a i d   y o u   a r e   s a t i s f i e d ."
501-3.mp3,"  W e   h a v e   s h a r e d   y o u r   f e e d b a c k .   S i r ,   w h a t   r a t i n g   w o u l d   y o u   l i k e   t o   g i v e   t o   o u r   c o n c e r n e d   d e p a r t m e n t ?   G o o d ,   v e r y   g o o d ,   e x c e l l e n t   m e s s a g e .   E x c e l l e n t .   S i r ,   t h a n k   y o u .   S i r ,   d o   y o u   w a n t   t o   g i v e   a n y   f u r t h e r   f e e d b a c k   o r   s u g g e s t i o n   t o   t h e   d e p a r t m e n t   o n   y o u r   b e h a l f ?   N o ,   n o ,   t e l l   t h e m   o n l y   t h i s   m u c h .   T h e   h e l p   t h a t   m a d a m   h a s   d o n e ,   n o w   t h e y   a r e   v e r y   g r a t e f u l .   Y e s ,   t h a n k   y o u ,   s i r .   W e   h a v e   j u d g e d   y o u r   f e e d b a c k   a n d   w i l l   s h a r e   y o u r   p o l i c y   f e e d b a c k   i n   o u r   c o n c e r n   d e p a r t m e n t .   Y e s   s i r .   I   h a v e   a l r e a d y   s h a r e d   t h e   f e e d b a c k .   Y e s ."
501-4.mp3,  T h a n k   y o u .   T h a n k   y o u .   T h a n k   y o u .   T h a n k   y o u .   T h a n k   y o u .
502-1.mp3,"  I   a m   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m   a n d   P u b l i c   E x a m i n a t i o n s .   I s   m y   q u e s t i o n   b e i n g   a n s w e r e d   c o r r e c t l y ?   Y e s .   S i r ,   h a v e   y o u   f i l e d   a   c o m p l a i n t   a g a i n s t   t h e   M i n i s t r y   o f   L a b o u r   a n d   E m p l o y m e n t   D e p a r t m e n t   o n   1 6 t h   S e p t e m b e r   2 0 1 8 ?   Y e s .   S i r ,   y o u   h a v e   b e e n   c a l l e d   f o r   a   s u r v e y   r e g a r d i n g   t h e   c o m p l a i n t   y o u   h a v e   f i l e d ."
502-2.mp3,"  Y e s ,   I   h a v e   c h e c k e d   a n d   i t   h a s   b e e n   r e s o l v e d .   S o ,   a r e   y o u   s a t i s f i e d   w i t h   t h e   r e s o l u t i o n   g i v e n   b y   y o u r   d e p a r t m e n t ?   Y e s .   I f   y o u   a r e   s a t i s f i e d   w i t h   t h e   r e s o l u t i o n   o f   y o u r   d e p a r t m e n t ,   t h e n   w h a t   r a t i n g   w i l l   y o u   g i v e   t o   y o u r   d e p a r t m e n t ?   I t   i s   a   v e r y   g o o d   a c c o u n t .   E x c e l l e n t .   I   w o u l d   l i k e   t o   t h a n k   y o u   f o r   y o u r   a c c o u n t .   T h a n k   y o u .   T h a n k   y o u .   T h a n k   y o u .   T h a n k   y o u .   T h a n k   y o u .   T h a n k   y o u .   E x c e l l e n t ."
502-3.mp3,"  W e   a r e   t r y i n g   t o   g e t   y o u   a   s o l u t i o n   f o r   t h e   f u t u r e   d e p a r t m e n t .   W o u l d   y o u   l i k e   t o   g i v e   a n y   a d v i c e   t o   t h e   d e p a r t m e n t ?   N o   m a ' a m ,   n o ,   n o ,   n o ,   I   d o n ' t   h a v e   a n y   a d v i c e   a t   t h i s   p o i n t .   T h a n k   y o u .   W o u l d   y o u   l i k e   t o   g i v e   a n y   a d v i c e   t o   o u r   q u a r t e r   o r   o u r   d e p a r t m e n t ?   N o   m a ' a m ,   a c t u a l l y   I   a m   i n   t h e   m i d d l e   o f   a   m e e t i n g ,   s o   I   t h i n k   I   a m   g o o d .   S o   e x c e l l e n t   w o r k .   T h a n k   y o u .   T h a n k   y o u   S a k s h i n .   T h a n k   y o u   m a ' a m ."
503-1.mp3,"  H e l l o   S i r ,   I   a m   P r a t i m a   f r o m   t h e   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   S c h o o l s   a n d   P u b l i c   H u m a n i t i e s .   T e l l   m e   Y o u   h a v e   f i l e d   a   c o m p l a i n t   a g a i n s t   t h e   t e a c h e r   p e r s o n .   I   h a v e   r e c e i v e d   a   c a l l   f r o m   t h e   t e a c h e r .   C a n   y o u   p l e a s e   t e l l   m e   a b o u t   t h e   s u b j e c t ?   Y e s ,   t e l l   m e   a b o u t   t h e   s u b j e c t .   O k a y ,   I   w i l l   c h e c k   a n d   t e l l   y o u .   S i r ,   y o u   h a v e   f i l e d   a   c o m p l a i n t   a g a i n s t   t h e   s c h o o l ' s   a d m i n i s t r a t o r .   O k a y ."
503-2.mp3,"  T h e   c o m p l a i n t   w a s   s e n t   t o   M u m b a i   U n i v e r s i t y   v i a   e m a i l .   B u t   n o   p r e s s   r e l e a s e   h a s   b e e n   r e c e i v e d .   T h e   g o v e r n m e n t   h a s   s e n t   a   s t a t e m e n t   t o   t h e   g o v e r n m e n t .   Y e s ,   i t   h a s   c o m e .   M a d a m ,   t e l l   m e   w h a t   i s   i t ?   T h e   g o v e r n m e n t   h a s   s e n t   a   s t a t e m e n t   t o   t h e   g o v e r n m e n t   t h a t   t h e   g o v e r n m e n t   i s   a g a i n s t   t h e   r u l e   o f   l a w   a n d   t h e   o t h e r   t h i n g s .   T h e   g o v e r n m e n t   h a s   s e n t   a   s t a t e m e n t   t o   t h e   g o v e r n m e n t   t h a t   t h e   g o v e r n m e n t   c a n   b e   r e s p o n s i b l e   f o r   i t .   Y e s ,   I   k n o w   t h a t .   I   k n o w   t h e   s u b j e c t .   I   h a v e   w r i t t e n   i t .   I   h a v e   t o l d   y o u   w h a t   i s   n e x t .   I   h a v e   t a u g h t   y o u   b y   8 ,   7 ,   6 ,   7 .   I   k n o w ,   I   k n o w .   W h a t   i s   t h e   s o l v e ?"
503-3.mp3,"  S o ,   w h a t   i s   y o u r   r e p l y   f r o m   t h e   d e p a r t m e n t ?   Y e s   H a v e   y o u   c h e c k e d   w h a t   a n s w e r   y o u   h a v e   b e e n   g i v e n ?   N o ,   I   h a v e   n o t   c h e c k e d   H e r e ,   w e   a r e   s h o w i n g   t h e   c l o s i n g   r e m a r k s   o f   t h e   i n s p e c t o r .   H e r e ,   y o u   h a v e   b e e n   m e n t i o n e d   t h a t   ."
503-4.mp3,"  S o ,   y o u   h a v e   b e e n   i n f o r m e d   t h a t   y o u   a r e   n o t   s a t i s f i e d   w i t h   t h e   p r a c t i c e   o f   u n i v e r s i t y   e d u c a t i o n .   N o ,   I   a m   n o t   s a t i s f i e d .   C a n   y o u   t e l l   m e   t h e   r e a s o n   w h y   y o u   a r e   n o t   s a t i s f i e d ?   T h a n k   y o u ."
503-5.mp3,"  a n d   y o u   h a v e   b e e n   s e n t   f r o m   h e r e ,   t h e n   t h a t   c o m p l a i n t   g e t s   c l o s e d .   U n t i l   t h e   c o m p l a i n t   i s   r e s o l v e d ,   u n t i l   t h e   c o m p l a i n t   i s   r e s o l v e d ,   h o w   d o e s   t h e   c o m p l a i n t   g e t   c l o s e d ?   A n d   h e   w i l l   s e n d   t h e   u n i v e r s i t y ,   d o e s n ' t   t h e   u n i v e r s i t y   c o m e   u n d e r   y o u r   c e n t r a l   g o v e r n m e n t ?   D o e s n ' t   i t   c o m e   u n d e r   t h e   s t a t e   g o v e r n m e n t ?   I s n ' t   t h e   u n i v e r s i t y   t a k i n g   g o v e r n m e n t ?   T h e   g o v e r n m e n t   i s   n o t   t a k i n g   a n y   a c t i o n .   T h e y   j u s t   s e n d   a   l e t t e r   a n d   r e p o r t   i t   t o   t h e   p o l i c e ."
503-6.mp3,"  S i r ,   I   a p o l o g i z e   f o r   y o u r   i n c o r r e c t   a n s w e r .   Y o u   h a v e   b e e n   f o r w a r d e d   t o   M u m b a i   V i d a p e e t .   S o   t h a t   y o u   c a n   p r o c e e d   f u r t h e r .   Y o u   h a v e   b e e n   f o r w a r d e d   t o   o u r   d e p a r t m e n t .   Y o u   a r e   n o t   y e t   c l o s e d .   Y o u   a r e   s t i l l   u n d e r   p r o c e s s .   Y o u   a r e   s t i l l   c l o s e d   t o   o u r   d e p a r t m e n t .   Y o u   a r e   s t i l l   u n d e r   p r o c e s s .   T h i s   i s   t h e   p r o c e s s .   ."
503-7.mp3,"  Y o u   w i l l   b e   i n f o r m e d   a b o u t   y o u r   m o b i l e   n u m b e r .   Y o u   w i l l   b e   i n f o r m e d   a b o u t   y o u r   m o b i l e   n u m b e r .   Y o u   w i l l   b e   i n f o r m e d   a b o u t   y o u r   m o b i l e   n u m b e r .   Y o u   w i l l   b e   i n f o r m e d   a b o u t   y o u r   m o b i l e   n u m b e r .   A r e   y o u   s a t i s f i e d ?   M a d a m ,   I   a m   n o t   s a t i s f i e d .   W h a t   i s   t h e   s y s t e m   o n   y o u ?   I   d o n ' t   h a v e   a   c l o s u r e   y e t .   Y o u   h a v e   g i v e n   i t .   B u t   i t   w i l l   r e m a i n   c l o s e d .   M a d a m ,   I   h a v e   m a n y   c o m p l a i n t s   w h i c h   a r e   c l o s e d .   T h i s   w i l l   a l s o   b e   t h e   s a m e .   Y o u   d o   a l l   t h e   f o r m a l i t i e s ."
503-8.mp3,"  S o ,   y o u r   s u g g e s t i o n   i s   t h a t   y o u   s h o u l d   b e   f o r w a r d e d   t h i s   f e e d b a c k .   D o   y o u   h a v e   a n y   s u g g e s t i o n   t o   t h e   d e p a r t m e n t ?   S o ,   u n t i l   t h e   c o m p l a i n t   i s   c l o s e d ,   u n t i l   t h e   c o m p l a i n t   i s   c l o s e d ,   m y   s u g g e s t i o n   t o   y o u   w i l l   b e ,   y o u   w i l l   b e   o n   t h e   b e d .   O k a y .   Y o u   n e e d   a   c o n c e r n   d e p a r t m e n t ,   g o v e r n m e n t   u n d e r t a k i n g   c o n c e r n   d e p a r t m e n t ,   r e l a t e d   t o   w h i c h ,   u n t i l   t h e   c o m p l a i n t   i s   n o t   c l o s e d ,   t i l l   t h e   c o m p l a i n t   i s   n o t   c l o s e d ,   i t   s h o u l d   n o t   h a p p e n .   Y e s ,   s i r ,   a b s o l u t e l y ."
504-1.mp3,"  N a m a s k a r ,   I   a m   s p e a k i n g   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   R e f e r e n c e s ,   U m a r .   C a n   y o u   h e a r   m e ?   Y e s ,   I   c a n .   T h a n k   y o u ,   s i r .   O n   2 8 t h   A u g u s t   2 0 1 3 ,   y o u   w e r e   s e l e c t e d   a s   a   c a n d i d a t e   f o r   M i n i s t r y   o f   L a b o u r   a n d   E m p l o y m e n t .   Y e s .   T h e   r e g i s t r a t i o n   n u m b e r   i s   0 0 8 4 2 6 1 .   T o   k n o w   y o u r   s a t i s f a c t i o n   l e v e l ,   y o u   h a v e   t o   c a l l   t h e   d e p a r t m e n t .   T h e   r e p l y   y o u   r e c e i v e d   f r o m   t h e   d e p a r t m e n t   i s   t h e   s a m e   a s   t h e   o n e   y o u   r e c e i v e d   f r o m   t h e   d e p a r t m e n t ."
504-2.mp3,  y e s   y e s   y e s   y e s   s a t i s f i e d   s a t i s f i e d   s a t i s f i e d   s a t i s f i e d   v e r y   g o o d   e x c e l l e n t   e x c e l l e n t   e x c e l l e n t   e x c e l l e n t   e x c e l l e n t   e x c e l l e n t   e x c e l l e n t   T h a n k   y o u .
504-3.mp3,"  I   w o u l d   l i k e   t o   g i v e   f e e d b a c k   t h a t   i f   a n y   q u e r y   i s   r a i s e d ,   i f   t h e   g r i e v a n c e   i s   r a i s e d ,   t h e n   i n   t h a t ,   i f   y o u   u n d e r s t a n d ,   t h e   p e r s o n   i n   f r o n t   o f   m e   r e p l i e d   t h a t   t h i s   i s   t h i s ,   s o   d o n ' t   c l o s e   i t .   O n c e   y o u   h a v e   t o   r a i s e   s o   m u c h   g r i e v a n c e ,   i t   i s   e a s y   t o   w r i t e   a   c o m m e n t .   I   t r a c e d   a   g r a d i e n t   o n   2 5 t h .   I   d i d n ' t   g e t   s a t i s f a c t o r y   r e s p o n s e .   T h a t ' s   w h y   I   h a d   t o   s a y   s o m e t h i n g   o n   t h a t .   I   c o u l d n ' t   d o   i t   b e c a u s e   t h e r e   w a s   n o   o p t i o n   t h e r e ."
504-4.mp3,"  I   h a d   t o   r a i s e   a   n e w   g r i e v a n c e   a n d   I   h a d   t o   m e n t i o n   t h e   p r e v i o u s   g r i e v a n c e   t h a t   t h i s   i s   m y   g r i e v a n c e   n u m b e r .   B u t   t h i s   i s   w h a t   i s   r e q u i r e d .   T h e n   i t   g e t s   a l l .   S o   m a y b e   i f   I   w a s   g i v e n   a   m e a n s   o f   c o m m u n i c a t i o n   t h e r e ,   t h e n   I   w o u l d   n o t   r a i s e   t h e   g r i e v a n c e   a g a i n .   I n   t h a t   I   w o u l d   c l o s e   t h e   m a t t e r .   A b s o l u t e l y ."
504-5.mp3,"  I f   i t   i s   s t a l l i n g ,   t h e n   c l o s e   i t .   I f   y o u   c a n   d o   f e e d b a c k   o f   t h i s   s y s t e m ,   t h e n   i t   w i l l   b e   v e r y   g o o d .   I t   w i l l   b e   g o o d   f o r   a l l   p e o p l e .   T h e   i n g r e d i e n t   w h i c h   i s   b e i n g   r a i s e d   w i l l   b e   h a p p y .   B u t   t h e   i n g r e d i e n t   w h i c h   i s   b e i n g   s t a l l i n g ,   t h e   c o m m e n t   o f   t h e   i n g r e d i e n t   w i l l   g o   t o   t h e   s a m e   c o n c e r n   p e r s o n .   R a t h e r   t h a n   i t   w i l l   g o   t o   a   n e w   p e r s o n ."
504-6.mp3,  T h a n k   y o u   s o   m u c h   f o r   g i v i n g   u s   t h e   o p p o r t u n i t y   t o   t a l k .
505-1.mp3,"  H e l l o   H e l l o   G r e e t i n g s ,   I   a m   s p e a k i n g   f r o m   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   R a n s e s .   Y e s ,   w h a t   i s   y o u r   n a m e ?   S i r ,   I   a m   f r o m   D e l h i ' s   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   R a n s e s .   Y e s ,   w h a t   i s   y o u r   n a m e ?   S i r ,   t h i s   c a l l   i s   f o r   y o u .   S i r ,   t h i s   c a l l   i s   f o r   y o u ."
505-2.mp3,"  Y e s   m a ' a m .   I   w a s   s e n t   t o   t h e   p o l i c e   s t a t i o n   o f   R a r a s h i   v i l l a g e   o n   t h e   9 t h   o f   M a r c h ,   2 0 2 3 .   I   w a s   a s k e d   t o   b e   a   p s y c h i a t r i s t   f o r   t h e   M i n i s t r y   o f   R a i l w a y s .   Y e s .   Y o u   h a v e   b e e n   s e n t   t o   t h e   p o l i c e   s t a t i o n   o f   R a r a s h i   v i l l a g e   o n   t h e   9 t h   o f   M a r c h ,   2 0 2 3 .   D i d   y o u   c h e c k   i t ?   N o ,   I   c h e c k e d   i t   m a ' a m   b u t   I   a m   n o t   s a t i s f i e d .   W i t h   w h a t ?   I   c h e c k e d   i t   m a ' a m .   B u t   I   a m   n o t   s a t i s f i e d   w i t h   t h e   c a s e ."
505-3.mp3,"  W h a t   a b o u t   t h e   I t   h a p p e n s   3   h o u r s   b e f o r e .   A n d   m y   t e e n a g e ,   w h i c h   I   b o o k e d ,   m a ' a m ,   f r o m   t h e r e ,   t h e   t r a i n   t h a t   i s   s t a r t i n g ,   t h e r e   w a s   a   s h o p .   S o ,   m a ' a m ,   t h a t . . ."
505-4.mp3,"  I   w a s   w a i t i n g   f o r   t h e   c a n c e l l a t i o n   o f   t h e   t e r r i e r .   T h e y   s a i d   t h a t   y o u   f i l e d   t h e   t e r r i e r   v e r y   l a t e .   I   w i l l   f i l e   t h e   t e r r i e r   o n l y   w h e n   t h e   o p t i o n   c o m e s .   W h e n   t h e   o p t i o n   c o m e s ,   I   w i l l   f i l e   i t .   A b s o l u t e l y   s i r .   I   w a s   v e r y   m u c h   w o r r i e d   a b o u t   y o u .   I   h a d   a   p r e g n a n t   l a d y   w i t h   h e r .   S h e   w a s   a   s m a l l   b a b y .   T h a t ' s   w h y   I   h a d   a   p r o b l e m .   S i r ,   w e   a p o l o g i z e   f o r   t h e ,   w h a t e v e r   y o u   h a v e   b e e n   t h r o u g h ,   w e   a p o l o g i z e   t o   y o u .   A s   y o u   a r e   t e l l i n g   u s ,"
505-5.mp3,"  Y e s ,   b o t h   h a v e   a l r e a d y   d o n e   i t .   Y e s ,   s i r .   D o   y o u   w a n t   t o   a p p e a l ?   Y e s ,   m a ' a m .   P l e a s e   a p p e a l .   Y e s ,   s i r .   R e g a r d i n g   y o u r   c l a i m s ,   I   w i l l   r e g i s t e r   y o u   a n d   s h a r e   i t   w i t h   m y   c a n c e r   d e p a r t m e n t .   A n d   I   w i l l   c o n t a c t   y o u   a n d   a s k   y o u   t o   p r o v i d e   t h e   r e s u l t s   a s   s o o n   d o   c o n t a c t   m e .   Y e s   m a ' a m .   S i r ,   d o   y o u   w a n t   t o   g i v e   a n y   o t h e r   f e e d b a c k   a b o u t   t h i s ?"
505-6.mp3,"  I   a m   n o t   s u r e   i f   I   s h o u l d   g o   t o   a n y   o t h e r   p l a c e .   N o ,   n o   m a ' a m .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   h a v e   b e e n   t a k i n g   a   l o t   o f   t i m e .   I   a m   g o i n g   t o   c o m e   t o   y o u r   o f f i c e   a n d   a n s w e r   y o u r   q u e s t i o n .   Y e s ,   m a ' a m .   S i r ,   I   a m   l i s t e n i n g   t o   y o u r   q u e s t i o n .   I   w i l l   s o l v e   i t   i n   a   j i f f y ."
506-1.mp3,"  H e l l o   N a m a s k a r ,   I   a m   t a l k i n g   t o   t h e   D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   R e v e n u e s ,   R o h i t .   S i r ,   I   a m   t a l k i n g   t o   K a l u r a m   J i .   Y e s ,   t e l l   m e .   S i r ,   y o u   f i l e d   a   c o m p l a i n t   i n   U t t a r   P r a d e s h   t h r o u g h   t h e   P P   p o r t a l   o n   2 3 r d   J u l y ,   2 0 1 3 .   Y e s ,   I   f i l e d   i t .   T h e   s e l e c t i o n   h a s   b e e n   d o n e .   Y e s ,   s i r .   A r e   y o u   f r o m   t h e   s a m e   c o u n t r y ?   Y e s .   T h a n k   y o u ."
506-2.mp3,"  S i r ,   y o u   a r e   s a t i s f i e d   w i t h   t h e   a n s w e r ,   r i g h t   s i r ?   Y e s ,   I   a m   s a t i s f i e d .   F i r s t   t i m e   I   g o t   t h e   m o n e y .   V e r y   g o o d ,   s i r .   V e r y   g o o d .   Y e s ,   s i r .   S o ,   s i r ,   w h a t   w o u l d   y o u   l i k e   t o   s a y   t o   t h e   d e p a r t m e n t   f o r   y o u r   s a t i s f a c t i o n ,   s i r ?   W h a t   w o u l d   y o u   l i k e   t o   s a y   g o o d ,   s i r ?   V e r y   g o o d   o r   w h a t   w o u l d   y o u   l i k e   t o   s a y   t h e   m o s t   g o o d ,   s i r ?   I   a m   s a t i s f i e d .   I   w i l l   t e l l   y o u .   Y e s ?   I   a m   s a t i s f i e d ,   s i r .   I   a m   s a t i s f i e d .   I   a m   s a t i s f i e d .   V e r y   g o o d ,   s i r .   V e r y   g o o d .   Y e s ,   s i r .   Y e s ,   s i r .   O k a y ,   s i r .   T h a n k   y o u   T h a n k   y o u ,   s i r .   V e r y   g o o d ,   s i r .   V e r y   g o o d .   Y e s ,   s i r .   O k a y ,   s i r .   T h a n k   y o u   s o   m u c h ,   s i r .   T h a n k   y o u   v e r y   m u c h   f o r   g i v i n g   m e   s u c h   a n   i m p o r t a n t   t i m e .   H a v e   a   g o o d   d a y ."
507-1.mp3,"  D e p a r t m e n t   o f   A d m i n i s t r a t i v e   R e f o r m s   a n d   P u b l i c   R e v e n u e s   M a y   I   s p e a k ?   I   a m   R a j a t ,   I   a m   t a l k i n g   t o   M r .   P r i v e .   Y e s .   Y o u   h a v e   f i l e d   a   c o m p l a i n t   i n   y o u r   r e p o r t   o n   t h e   w a t e r   r e s o u r c e s   i n   J u n e   2 0 ,   2 0 2 3   w h i c h   h a s   b e e n   r e s o l v e d   b y   t h e   B a n s a g a r   C o n t r o l   B o a r d .   T h a n k   y o u ."
507-2.mp3,"  H a v e   y o u   c h e c k e d   t h e   i n f o r m a t i o n   p r o v i d e d   b y   t h e   C o u n c i l   B o a r d ?   Y e s ,   I   h a v e   c h e c k e d   i t .   A r e   y o u   s a t i s f i e d   w i t h   i t ?   Y e s ,   I   a m   s a t i s f i e d .   A s   y o u   a r e   s a t i s f i e d ,   w o u l d   y o u   l i k e   t o   d i r e c t   u s   i n   a   v e r y   g o o d   a n d   e x c e l l e n t   m a n n e r ?   N o ,   t h e   w o r k   i s   e x c e l l e n t .   T h a n k   y o u   s o   m u c h .   W o u l d   y o u   l i k e   t o   d i r e c t   u s   i n   a   d i f f e r e n t   m a n n e r ?   N o ,   i t   i s   f i n e .   I   a m   t h e r e .   I   a m   t h e r e .   I   a m   t h e r e .   Y o u   a r e   b e i n g   g i v e n   a   s e c o n d   c h a n c e .   I f   y o u   c o m p l a i n   t o   t h e   t e a c h e r ,   y o u   w i l l   b e   g i v e n   a   c h a n c e   t o   r e p e n t .   Y o u   h a v e   s o   m a n y   c h a n c e s ."
508-1.mp3,"  H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   H e l l o .   Y e s ,   I   h a v e   c l e a r e d   i t .   Y o u r   c o m p l a i n t   n u m b e r   i s   0 1 5 5 3 1 3 .   T h i s   s u r v e y   w a s   c a l l e d   f o r   y o u r   f e e d b a c k   r e g a r d i n g   t h i s ."
508-2.mp3,"  S i r ,   y o u r   q u e s t i o n   h a s   b e e n   a n s w e r e d   b y   t h e   t r a d e   m a r k e t   r e g i s t r y .   D i d   y o u   c h e c k   t h e   r e p l y ,   s i r ?   N o ,   I   d i d   n o t   c h e c k .   A r e   y o u   s a t i s f i e d   w i t h   t h e   r e s o l u t i o n ,   s i r ?   Y e s ,   I   a m   s a t i s f i e d   w i t h   t h e   g e n e r a l   f e e d b a c k .   B u t   I   w i l l   p u r s u e   i t .   Y e s ,   y o u   c a n   r e g i s t e r   t h i s   c o m m e n t   f u r t h e r .   T h e   e n t i r e   p r o c e s s   w i l l   b e   d o n e   t o   y o u   w i l l   b e   p r o v i d e d   w i t h   p r o p e r   r e s o l u t i o n .   S o ,   t h e   r e p l y   y o u   h a v e   r e c e i v e d   n o w   i s   s a t i s f i e d ,   r i g h t   s i r ?   Y e s ,   i t   i s ."
